movieId,title,genres,prom_visualizacion,%_view_movie,sum_likes,sum_dislikes
950,"Thin Man, The (1934)",Comedy|Crime,9,18,171,12
951,His Girl Friday (1940),Comedy|Romance,5,26,30,1
952,Around the World in 80 Days (1956),Adventure|Comedy,11,43,214,26
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,5,33,70,11
954,Mr. Smith Goes to Washington (1939),Drama,7,40,29,5
955,Bringing Up Baby (1938),Comedy|Romance,5,25,151,16
956,Penny Serenade (1941),Drama|Romance,11,10,253,34
957,"Scarlet Letter, The (1926)",Drama,12,23,235,30
958,Lady of Burlesque (1943),Comedy|Mystery,10,32,360,26
959,Of Human Bondage (1934),Drama,9,13,37,8
960,Angel on My Shoulder (1946),Crime|Drama,8,41,153,15
961,Little Lord Fauntleroy (1936),Drama,5,11,108,7
962,They Made Me a Criminal (1939),Crime|Drama,5,17,4,6
963,"Inspector General, The (1949)",Musical,5,11,20,7
964,Angel and the Badman (1947),Romance|Western,11,41,266,26
965,"39 Steps, The (1935)",Drama|Mystery|Thriller,8,11,189,13
966,A Walk in the Sun (1945),Drama|War,5,10,149,4
967,"Outlaw, The (1943)",Western,9,40,113,15
968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,6,20,88,11
969,"African Queen, The (1951)",Adventure|Comedy|Romance|War,8,39,12,16
970,Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance,7,49,151,4
971,Cat on a Hot Tin Roof (1958),Drama,6,25,89,6
972,"Last Time I Saw Paris, The (1954)",Drama,5,46,160,9
973,Meet John Doe (1941),Comedy|Drama,9,29,131,11
974,Algiers (1938),Drama|Romance,7,27,123,18
975,Something to Sing About (1937),Comedy|Musical,12,44,362,28
976,"Farewell to Arms, A (1932)",Romance|War,9,15,15,14
977,Moonlight Murder (1936),Mystery,12,41,249,37
979,Nothing Personal (1995),Drama|War,7,41,93,10
980,"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie) (1985)",Action,9,27,114,4
981,Dangerous Ground (1997),Drama,12,42,236,35
982,Picnic (1955),Drama,10,15,315,30
983,Madagascar Skin (1995),Romance,11,33,264,35
984,"Pompatus of Love, The (1996)",Comedy|Drama,8,50,79,14
985,Small Wonders (1995),Documentary,12,38,290,32
986,Fly Away Home (1996),Adventure|Children,12,30,264,24
987,Bliss (1997),Drama|Romance,6,49,150,14
988,Grace of My Heart (1996),Comedy|Drama,11,31,352,29
989,Brother of Sleep (Schlafes Bruder) (1995),Drama,8,16,70,7
990,Maximum Risk (1996),Action|Adventure|Thriller,11,29,261,23
991,Michael Collins (1996),Drama,7,10,93,16
992,"Rich Man's Wife, The (1996)",Thriller,10,11,333,29
993,Infinity (1996),Drama,9,48,5,14
994,Big Night (1996),Comedy|Drama,8,26,84,6
996,Last Man Standing (1996),Action|Crime|Drama|Thriller,6,47,102,18
997,Caught (1996),Drama|Thriller,8,41,113,8
998,Set It Off (1996),Action|Crime,9,14,0,3
999,2 Days in the Valley (1996),Crime|Film-Noir,6,15,173,6
1000,Curdled (1996),Crime,5,30,46,10
1001,"Associate, The (Associé, L') (1979)",Comedy,7,23,117,4
1002,Ed's Next Move (1996),Comedy|Romance,5,18,57,7
1003,Extreme Measures (1996),Drama|Thriller,6,29,97,11
1004,"Glimmer Man, The (1996)",Action|Thriller,8,39,149,16
1005,D3: The Mighty Ducks (1996),Children|Comedy,12,16,343,33
1006,"Chamber, The (1996)",Drama,9,23,161,2
1007,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western,6,10,23,8
1008,"Davy Crockett, King of the Wild Frontier (1955)",Adventure|Western,5,30,185,4
1009,Escape to Witch Mountain (1975),Adventure|Children|Fantasy,5,16,192,19
1010,"Love Bug, The (1969)",Children|Comedy,12,32,319,22
1011,Herbie Rides Again (1974),Children|Comedy|Fantasy|Romance,7,32,133,17
1012,Old Yeller (1957),Children|Drama,6,13,131,0
1013,"Parent Trap, The (1961)",Children|Comedy|Romance,5,41,53,4
1014,Pollyanna (1960),Children|Comedy|Drama,9,13,121,7
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama,10,31,382,28
1016,"Shaggy Dog, The (1959)",Children|Comedy,6,12,142,18
1017,Swiss Family Robinson (1960),Adventure|Children,11,33,234,34
1018,That Darn Cat! (1965),Children|Comedy|Mystery,7,23,112,0
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi,11,32,252,31
1020,Cool Runnings (1993),Comedy,11,25,208,24
1021,Angels in the Outfield (1994),Children|Comedy,9,44,132,19
1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,7,22,84,18
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical,11,16,284,24
1024,"Three Caballeros, The (1945)",Animation|Children|Musical,9,11,123,5
1025,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,6,45,157,3
1026,So Dear to My Heart (1949),Children|Drama,8,28,30,18
1027,Robin Hood: Prince of Thieves (1991),Adventure|Drama,10,30,361,20
1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,5,27,26,17
1029,Dumbo (1941),Animation|Children|Drama|Musical,11,46,281,31
1030,Pete's Dragon (1977),Adventure|Animation|Children|Musical,6,18,194,11
1031,Bedknobs and Broomsticks (1971),Adventure|Children|Musical,6,30,41,9
1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,7,12,44,12
1033,"Fox and the Hound, The (1981)",Animation|Children|Drama,7,14,149,19
1034,Freeway (1996),Comedy|Crime|Drama|Thriller,7,29,11,0
1035,"Sound of Music, The (1965)",Musical|Romance,12,48,268,36
1036,Die Hard (1988),Action|Crime|Thriller,11,12,369,32
1037,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller,6,10,21,12
1038,Unhook the Stars (1996),Drama,9,21,82,10
1039,Synthetic Pleasures (1995),Documentary,10,48,245,32
1040,"Secret Agent, The (1996)",Drama,5,18,78,11
1041,Secrets & Lies (1996),Drama,9,34,44,10
1042,That Thing You Do! (1996),Comedy|Drama,12,35,295,20
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,6,31,115,1
1044,Surviving Picasso (1996),Drama,8,50,78,6
1045,Love Is All There Is (1996),Comedy|Drama,9,46,121,17
1046,Beautiful Thing (1996),Drama|Romance,7,23,7,14
1047,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller,10,13,270,27
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,8,27,158,17
1050,Looking for Richard (1996),Documentary|Drama,6,21,170,0
1051,Trees Lounge (1996),Drama,10,28,371,38
1052,"Proprietor, The (1996)",Drama,5,43,107,15
1053,Normal Life (1996),Crime|Drama|Romance,6,27,41,17
1054,Get on the Bus (1996),Drama,11,32,324,26
1055,Shadow Conspiracy (1997),Thriller,6,11,117,6
1056,Jude (1996),Drama,7,21,107,11
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,7,34,102,19
1058,Bitter Sugar (Azúcar amarga) (1996),Drama,7,12,75,0
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance,8,36,159,11
1060,Swingers (1996),Comedy|Drama,8,41,194,9
1061,Sleepers (1996),Thriller,6,49,67,3
1062,"Sunchaser, The (1996)",Drama,7,41,81,17
1063,Johns (1996),Drama,9,17,34,17
1065,Five Angles on Murder (1950),Mystery,12,44,205,35
1066,Shall We Dance (1937),Comedy|Musical|Romance,10,23,261,22
1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,10,44,342,25
1068,Crossfire (1947),Crime|Film-Noir,12,28,363,31
1069,"Murder, My Sweet (1944)",Crime|Film-Noir|Thriller,11,37,217,30
1070,Macao (1952),Adventure,8,24,103,13
1071,For the Moment (1994),Romance|War,12,34,312,28
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,5,43,173,17
1075,"Sexual Life of the Belgians, The (Vie sexuelle des Belges 1950-1978, La) (1994)",Comedy|Romance,10,18,226,28
1076,"Innocents, The (1961)",Drama|Horror|Thriller,9,45,105,14
1077,Sleeper (1973),Comedy|Sci-Fi,7,40,83,17
1078,Bananas (1971),Comedy|War,10,14,367,35
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,6,14,26,5
1080,Monty Python's Life of Brian (1979),Comedy,6,15,134,19
1081,Victor/Victoria (1982),Comedy|Musical|Romance,12,30,370,25
1082,"Candidate, The (1972)",Drama,8,43,30,5
1083,"Great Race, The (1965)",Comedy|Musical,7,38,76,17
1084,Bonnie and Clyde (1967),Crime|Drama,8,28,182,11
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,11,39,251,22
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,8,19,161,10
1087,Madame Butterfly (1995),Musical,11,40,206,32
1088,Dirty Dancing (1987),Drama|Musical|Romance,10,34,397,28
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,6,45,76,13
1090,Platoon (1986),Drama|War,7,12,2,9
1091,Weekend at Bernie's (1989),Comedy,7,48,179,11
1092,Basic Instinct (1992),Crime|Mystery|Thriller,7,19,61,0
1093,"Doors, The (1991)",Drama,12,41,358,38
1094,"Crying Game, The (1992)",Drama|Romance|Thriller,5,30,29,13
1095,Glengarry Glen Ross (1992),Drama,5,46,163,2
1096,Sophie's Choice (1982),Drama,7,33,48,7
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,11,43,377,36
1098,"Search for One-eye Jimmy, The (1996)",Comedy,8,29,11,3
1099,"Christmas Carol, A (1938)",Children|Drama|Fantasy,9,50,146,15
1100,Days of Thunder (1990),Action|Drama|Romance,12,29,341,20
1101,Top Gun (1986),Action|Romance,8,40,135,3
1102,American Strays (1996),Action,7,37,36,2
1103,Rebel Without a Cause (1955),Drama,7,38,76,1
1104,"Streetcar Named Desire, A (1951)",Drama,6,45,94,15
1105,Children of the Corn IV: The Gathering (1996),Horror,8,20,55,12
1106,"Leopard Son, The (1996)",Documentary,5,17,49,4
1107,Loser (1991),Comedy,11,45,310,24
1109,Charm's Incidents (Charms Zwischenfälle) (1996),Drama,6,38,25,8
1110,Bird of Prey (1996),Action,12,20,368,33
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,10,41,333,31
1112,Palookaville (1996),Action|Comedy|Drama,9,26,11,19
1113,"Associate, The (1996)",Comedy,7,38,39,7
1114,"Funeral, The (1996)",Crime|Drama,5,28,27,11
1115,Sleepover (1995),Drama,10,32,338,22
1116,"Single Girl, A (Fille seule, La) (1995)",Drama,7,35,82,6
1117,"Eighth Day, The (Huitième jour, Le) (1996)",Drama,9,50,72,5
1118,North Star (a.k.a. Tashunga) (1995),Action|Adventure|Crime|Drama|Western,11,21,259,39
1119,Drunks (1995),Drama,7,46,88,7
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama,8,19,183,17
1121,Glory Daze (1995),Drama,9,12,34,7
1122,Plutonium Circus (1995),Documentary,7,50,36,12
1123,"Perfect Candidate, A (1996)",Documentary,12,12,394,25
1124,On Golden Pond (1981),Drama,10,19,363,23
1125,"Return of the Pink Panther, The (1975)",Comedy|Crime,10,12,210,30
1126,Drop Dead Fred (1991),Comedy|Fantasy,9,25,144,1
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,6,43,8,6
1128,"Fog, The (1980)",Horror,8,10,86,0
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,7,49,105,9
1130,"Howling, The (1980)",Horror|Mystery,5,26,118,19
1131,Jean de Florette (1986),Drama|Mystery,6,26,99,5
1132,Manon of the Spring (Manon des sources) (1986),Drama,8,12,46,11
1133,Talking About Sex (1994),Comedy|Drama,7,20,199,2
1134,Johnny 100 Pesos (Johnny cien pesos) (1993),Action|Drama,9,41,58,6
1135,Private Benjamin (1980),Comedy,9,46,132,10
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,10,47,310,20
1137,Hustler White (1996),Romance,6,31,57,4
1138,Dadetown (1995),Drama,5,23,151,9
1139,Everything Relative (1996),Drama,6,11,161,9
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,11,43,397,20
1141,Last Call (Hoogste tijd) (1995),Drama,11,37,391,35
1142,Get Over It (1996),Drama,8,39,155,6
1143,Three Lives and Only One Death (Trois vies & une seule mort) (1996),Comedy,11,17,348,31
1144,"Line King: The Al Hirschfeld Story, The (1996)",Documentary,9,18,127,9
1145,Snowriders (1996),Documentary,8,13,161,14
1146,Curtis's Charm (1995),Comedy|Drama,7,23,14,2
1147,When We Were Kings (1996),Documentary,9,34,59,12
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,12,44,221,20
1149,JLG/JLG (JLG/JLG - autoportrait de décembre) (1994),Documentary|Drama,12,36,397,38
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,12,36,253,28
1151,Lesson Faust (1994),Animation|Comedy|Drama|Fantasy,5,37,122,2
1152,He Walked by Night (1948),Crime|Film-Noir|Thriller,12,12,376,27
1153,Raw Deal (1948),Film-Noir,5,48,102,10
1154,T-Men (1947),Film-Noir,8,46,171,16
1155,"Invitation, The (Zaproszenie) (1986)",Drama,5,37,144,3
1156,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",Drama,6,29,76,18
1157,"Symphonie pastorale, La (1946)",Drama,6,27,45,3
1158,Here Comes Cookie (1935),Comedy,10,23,233,23
1159,Love in Bloom (1935),Romance,8,34,48,4
1160,Six of a Kind (1934),Comedy,5,44,5,9
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War,9,30,113,13
1162,"Ruling Class, The (1972)",Comedy|Drama,8,47,92,16
1163,Mina Tannenbaum (1994),Drama,5,27,14,0
1164,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her) (1967),Drama,7,20,105,9
1165,"Bloody Child, The (1996)",Drama|Thriller,10,25,287,36
1166,Farmer & Chase (1997),Comedy,10,15,379,29
1167,Dear God (1996),Comedy,6,19,101,10
1168,Bad Moon (1996),Action|Adventure|Horror,7,20,99,12
1169,American Dream (1990),Documentary,7,19,104,1
1170,Best of the Best 3: No Turning Back (1995),Action,6,25,167,15
1171,Bob Roberts (1992),Comedy,10,49,220,30
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,7,49,0,3
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama,10,50,367,29
1174,Dead Tired (Grosse Fatigue) (1994),Comedy,10,42,353,35
1175,Delicatessen (1991),Comedy|Drama|Romance,7,12,128,2
1176,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama|Fantasy|Romance,9,35,1,4
1177,Enchanted April (1992),Drama|Romance,9,37,92,17
1178,Paths of Glory (1957),Drama|War,8,37,55,17
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,7,50,50,15
1180,Hear My Song (1991),Comedy,6,10,159,18
1181,"Shooter, The (1997)",Western,10,33,237,27
1183,"English Patient, The (1996)",Drama|Romance|War,9,35,143,3
1184,Mediterraneo (1991),Comedy|Drama,9,18,181,3
1185,My Left Foot (1989),Drama,9,32,103,9
1186,"Sex, Lies, and Videotape (1989)",Drama,6,41,13,16
1187,Passion Fish (1992),Drama,8,32,82,7
1188,Strictly Ballroom (1992),Comedy|Romance,6,43,28,18
1189,"Thin Blue Line, The (1988)",Documentary,7,45,42,5
1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance,11,44,296,39
1191,Madonna: Truth or Dare (1991),Documentary|Musical,6,13,1,4
1192,Paris Is Burning (1990),Documentary,7,42,48,18
1193,One Flew Over the Cuckoo's Nest (1975),Drama,6,31,42,13
1194,Cheech and Chong's Up in Smoke (1978),Comedy,5,17,50,16
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,9,30,38,14
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,9,25,75,2
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,7,46,117,17
1199,Brazil (1985),Fantasy|Sci-Fi,8,11,160,0
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,12,31,374,35
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,9,11,132,12
1202,Withnail & I (1987),Comedy,5,27,27,7
1203,12 Angry Men (1957),Drama,10,21,278,21
1204,Lawrence of Arabia (1962),Adventure|Drama|War,7,39,98,7
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,6,49,22,6
1207,To Kill a Mockingbird (1962),Drama,10,15,258,23
1208,Apocalypse Now (1979),Action|Drama|War,6,35,88,5
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,12,15,277,34
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,5,45,133,1
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance,8,21,27,15
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,5,49,137,16
1213,Goodfellas (1990),Crime|Drama,5,14,155,10
1214,Alien (1979),Horror|Sci-Fi,7,38,183,19
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,11,20,341,23
1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance,6,49,88,17
1217,Ran (1985),Drama|War,9,10,71,8
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,12,12,200,18
1219,Psycho (1960),Crime|Horror,10,48,328,21
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,12,31,274,32
1221,"Godfather: Part II, The (1974)",Crime|Drama,11,31,220,26
1222,Full Metal Jacket (1987),Drama|War,8,13,148,16
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,12,36,235,32
1224,Henry V (1989),Action|Drama|Romance|War,6,44,7,12
1225,Amadeus (1984),Drama,5,25,19,9
1226,"Quiet Man, The (1952)",Drama|Romance,6,38,173,19
1227,Once Upon a Time in America (1984),Crime|Drama,5,40,17,12
1228,Raging Bull (1980),Drama,6,41,32,10
1230,Annie Hall (1977),Comedy|Romance,5,22,120,5
1231,"Right Stuff, The (1983)",Drama,7,50,111,6
1232,Stalker (1979),Drama|Mystery|Sci-Fi,6,46,64,18
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,9,30,108,16
1234,"Sting, The (1973)",Comedy|Crime,6,22,34,4
1235,Harold and Maude (1971),Comedy|Drama|Romance,7,12,172,14
1236,Trust (1990),Comedy|Drama|Romance,10,46,359,22
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,11,16,253,28
1238,Local Hero (1983),Comedy,11,31,257,29
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,8,30,77,5
1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror,12,20,391,33
1242,Glory (1989),Drama|War,6,28,25,11
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,12,49,371,31
1244,Manhattan (1979),Comedy|Drama|Romance,8,34,167,11
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,6,12,71,1
1246,Dead Poets Society (1989),Drama,11,24,282,25
1247,"Graduate, The (1967)",Comedy|Drama|Romance,9,24,40,16
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,11,33,325,34
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,12,38,342,31
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,9,14,8,10
1251,8 1/2 (8½) (1963),Drama|Fantasy,5,42,45,7
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,5,47,100,14
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,9,45,185,9
1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,10,13,336,28
1255,Bad Taste (1987),Comedy|Horror|Sci-Fi,6,26,103,14
1256,Duck Soup (1933),Comedy|Musical|War,9,38,185,7
1257,Better Off Dead... (1985),Comedy|Romance,5,35,59,9
1258,"Shining, The (1980)",Horror,6,19,128,16
1259,Stand by Me (1986),Adventure|Drama,7,24,164,9
1260,M (1931),Crime|Film-Noir|Thriller,6,33,47,11
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,5,31,175,14
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,12,16,243,22
1263,"Deer Hunter, The (1978)",Drama|War,5,31,188,18
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,11,49,202,21
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,8,22,78,15
1266,Unforgiven (1992),Drama|Western,9,18,120,14
1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War,9,20,65,3
1268,Pump Up the Volume (1990),Comedy|Drama,7,41,121,13
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,5,45,149,9
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,9,35,95,0
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama,12,24,272,27
1272,Patton (1970),Drama|War,8,22,82,3
1273,Down by Law (1986),Comedy|Drama|Film-Noir,7,28,178,18
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,9,18,116,5
1275,Highlander (1986),Action|Adventure|Fantasy,5,22,110,8
1276,Cool Hand Luke (1967),Drama,5,20,89,14
1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance,8,35,46,11
1278,Young Frankenstein (1974),Comedy|Fantasy,7,39,35,0
1279,Night on Earth (1991),Comedy|Drama,12,34,330,35
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,10,42,336,34
1281,"Great Dictator, The (1940)",Comedy|Drama|War,5,20,187,16
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,11,39,288,21
1283,High Noon (1952),Drama|Western,8,37,130,14
1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,10,49,310,38
1285,Heathers (1989),Comedy,12,23,249,35
1286,Somewhere in Time (1980),Drama|Romance,7,28,9,15
1287,Ben-Hur (1959),Action|Adventure|Drama,9,39,0,1
1288,This Is Spinal Tap (1984),Comedy,9,11,147,12
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary,12,42,381,30
1290,Some Kind of Wonderful (1987),Drama|Romance,8,21,146,0
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,6,20,79,4
1292,Being There (1979),Comedy|Drama,5,12,138,3
1293,Gandhi (1982),Drama,6,38,168,8
1295,"Unbearable Lightness of Being, The (1988)",Drama,6,29,54,1
1296,"Room with a View, A (1986)",Drama|Romance,5,46,137,14
1297,Real Genius (1985),Comedy,8,15,135,8
1298,Pink Floyd: The Wall (1982),Drama|Musical,9,27,0,10
1299,"Killing Fields, The (1984)",Drama|War,5,14,186,7
1300,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama,8,10,5,1
1301,Forbidden Planet (1956),Drama|Sci-Fi,12,28,281,22
1302,Field of Dreams (1989),Children|Drama|Fantasy,6,42,95,4
1303,"Man Who Would Be King, The (1975)",Adventure|Drama,12,34,374,38
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,5,41,146,9
1305,"Paris, Texas (1984)",Drama|Romance,5,44,11,14
1306,Until the End of the World (Bis ans Ende der Welt) (1991),Adventure|Drama|Sci-Fi,5,15,64,9
1307,When Harry Met Sally... (1989),Comedy|Romance,9,42,47,13
1308,I Shot a Man in Vegas (1995),Comedy,6,23,103,15
1309,Parallel Sons (1995),Drama|Romance,9,12,16,6
1310,Hype! (1996),Documentary,9,37,142,5
1311,Santa with Muscles (1996),Comedy,11,26,249,30
1312,Female Perversions (1996),Drama,11,43,215,35
1313,Mad Dog Time (1996),Crime,9,17,76,10
1314,Breathing Room (1996),Romance,6,46,7,17
1315,Paris Was a Woman (1995),Documentary,8,33,131,15
1316,Anna (1996),Drama,12,25,250,35
1317,I'm Not Rappaport (1996),Comedy,12,19,232,22
1318,Blue Juice (1995),Comedy|Drama,9,31,24,18
1319,Kids of Survival (1996),Documentary,9,33,15,16
1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,10,47,342,26
1321,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller,7,32,37,1
1322,Amityville 1992: It's About Time (1992),Horror,6,33,144,11
1323,Amityville 3-D (1983),Horror,9,14,17,15
1324,Amityville: Dollhouse (1996),Horror,10,43,392,37
1325,Amityville: A New Generation (1993),Horror,12,43,214,35
1326,Amityville II: The Possession (1982),Horror,5,38,43,13
1327,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller,9,30,156,16
1328,"Amityville Curse, The (1990)",Horror,6,21,167,8
1329,Blood for Dracula (Andy Warhol's Dracula) (1974),Horror,7,43,109,3
1330,April Fool's Day (1986),Horror,5,37,199,19
1331,Audrey Rose (1977),Horror,6,44,121,1
1332,"Believers, The (1987)",Horror|Thriller,7,27,130,7
1333,"Birds, The (1963)",Horror|Thriller,10,10,200,17
1334,"Blob, The (1958)",Horror|Sci-Fi,12,12,263,32
1335,Blood Beach (1981),Horror|Mystery,7,36,118,4
1336,Body Parts (1991),Horror|Thriller,10,42,210,30
1337,"Body Snatcher, The (1945)",Drama|Horror|Thriller,10,46,318,34
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller,9,39,44,1
1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi,10,44,218,21
1341,Burnt Offerings (1976),Horror,6,27,53,7
1342,Candyman (1992),Horror|Thriller,12,23,353,35
1343,Cape Fear (1991),Thriller,5,46,13,2
1344,Cape Fear (1962),Crime|Drama|Thriller,12,12,314,39
1345,Carrie (1976),Drama|Fantasy|Horror|Thriller,9,21,72,7
1346,Cat People (1982),Drama|Fantasy|Horror,9,34,99,16
1347,"Nightmare on Elm Street, A (1984)",Horror|Thriller,10,27,256,27
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,5,25,141,13
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror,12,46,255,37
1350,"Omen, The (1976)",Horror|Mystery|Thriller,5,22,10,3
1351,Blood and Wine (Blood & Wine) (1996),Crime|Drama|Thriller,7,39,156,11
1352,Albino Alligator (1996),Crime|Thriller,6,28,158,8
1353,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance,8,36,92,17
1354,Breaking the Waves (1996),Drama|Mystery,7,12,39,0
1355,Nightwatch (1997),Horror|Thriller,12,49,360,23
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,6,41,47,1
1357,Shine (1996),Drama|Romance,5,24,51,7
1358,Sling Blade (1996),Drama,6,28,37,9
1359,Jingle All the Way (1996),Children|Comedy,6,19,25,3
1360,Identification of a Woman (Identificazione di una donna) (1982),Drama,5,28,68,14
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,6,34,17,19
1363,"Preacher's Wife, The (1996)",Drama,5,28,90,0
1364,Zero Kelvin (Kjærlighetens kjøtere) (1995),Drama,7,37,89,15
1365,Ridicule (1996),Drama,12,43,265,31
1366,"Crucible, The (1996)",Drama,8,49,149,5
1367,101 Dalmatians (1996),Adventure|Children|Comedy,11,40,298,28
1368,"Forbidden Christ, The (Cristo proibito, Il) (1950)",Drama,6,44,172,9
1369,I Can't Sleep (J'ai pas sommeil) (1994),Drama|Thriller,9,38,89,10
1370,Die Hard 2 (1990),Action|Adventure|Thriller,12,29,340,32
